Node,Depth,Value,Alpha,Beta
B3,9,-15,4,Infinity
A3,8,-15,4,Infinity
B5,9,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A3,10,-4,4,Infinity
A2,10,-4,4,Infinity
B5,9,-4,4,Infinity
A3,8,-4,4,Infinity
A2,8,-4,4,Infinity
B4,7,-4,4,Infinity
A4,6,-4,4,Infinity
B5,7,Infinity,4,Infinity
A2,8,-Infinity,4,Infinity
B2,9,Infinity,4,Infinity
A3,10,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A4,10,2,4,Infinity
A2,10,2,4,Infinity
A3,10,2,4,Infinity
B2,9,2,4,Infinity
A2,8,2,4,Infinity
B3,9,Infinity,4,Infinity
A3,10,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A4,10,-7,4,Infinity
A2,10,-7,4,Infinity
A3,10,-7,4,Infinity
B3,9,-7,4,Infinity
A2,8,2,4,Infinity
B4,9,Infinity,4,Infinity
A3,10,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A4,10,-9,4,Infinity
A2,10,-9,4,Infinity
A3,10,-9,4,Infinity
B4,9,-9,4,Infinity
A2,8,2,4,Infinity
B5,7,2,4,Infinity
A4,6,2,4,Infinity
A2,6,2,4,Infinity
B2,5,2,4,Infinity
A3,4,2,4,Infinity
B3,5,Infinity,4,Infinity
A2,6,Infinity,4,Infinity
A4,6,-Infinity,4,Infinity
B2,7,Infinity,4,Infinity
A2,8,Infinity,4,Infinity
A3,8,Infinity,4,Infinity
A2,8,Infinity,4,Infinity
A4,8,-Infinity,4,Infinity
B4,9,Infinity,4,Infinity
A5,10,-8,4,Infinity
B4,9,-8,4,Infinity
A4,8,-8,4,Infinity
B5,9,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A3,10,-10,4,Infinity
A2,10,-10,4,Infinity
B5,9,-10,4,Infinity
A4,8,-8,4,Infinity
A2,8,-8,4,Infinity
A3,8,-8,4,Infinity
A2,8,-8,4,Infinity
B2,7,-8,4,Infinity
A4,6,-8,4,Infinity
B3,7,Infinity,4,Infinity
A2,8,Infinity,4,Infinity
A3,8,-Infinity,4,Infinity
B4,9,Infinity,4,Infinity
A5,10,-12,4,Infinity
B4,9,-12,4,Infinity
A3,8,-12,4,Infinity
B5,9,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A4,10,-11,4,Infinity
A2,10,-11,4,Infinity
B5,9,-11,4,Infinity
A3,8,-11,4,Infinity
A2,8,-11,4,Infinity
B3,7,-11,4,Infinity
A4,6,-8,4,Infinity
B4,7,-Infinity,4,Infinity
B2,7,Infinity,4,Infinity
A2,8,Infinity,4,Infinity
A3,8,Infinity,4,Infinity
A2,8,Infinity,4,Infinity
A4,8,-Infinity,4,Infinity
B4,9,Infinity,4,Infinity
A5,10,-8,4,Infinity
B4,9,-8,4,Infinity
A4,8,-8,4,Infinity
B5,9,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A3,10,0,4,Infinity
A2,10,0,4,Infinity
B5,9,0,4,Infinity
A4,8,0,4,Infinity
A2,8,0,4,Infinity
A3,8,0,4,Infinity
A2,8,0,4,Infinity
B2,7,0,4,Infinity
B4,7,0,4,Infinity
B3,7,Infinity,4,Infinity
A2,8,Infinity,4,Infinity
A3,8,-Infinity,4,Infinity
B5,9,Infinity,4,Infinity
A2,10,Infinity,4,Infinity
A3,10,-10,4,Infinity
A2,10,-10,4,Infinity
B5,9,-10,4,Infinity
A3,8,-10,4,Infinity
A2,8,-10,4,Infinity
B3,7,-10,4,Infinity
B4,7,0,4,Infinity
B5,7,Infinity,4,Infinity
A2,8,-Infinity,4,Infinity
B2,9,Infinity,4,Infinity
A3,10,2,4,Infinity
B2,9,2,4,Infinity
A2,8,2,4,Infinity
B3,9,Infinity,4,Infinity
A3,10,Infinity,4,Infinity
A2,10,16,4,Infinity
A3,10,16,4,16
B3,9,16,4,16
A2,8,16,16,Infinity
B5,7,16,4,16
A3,8,Infinity,4,16
A2,8,-Infinity,4,16
B2,9,Infinity,4,16
A3,10,1,4,16
B2,9,1,4,16
A2,8,1,4,16
B3,9,-Infinity,4,16
B2,9,Infinity,4,16
A3,10,2,4,16
B2,9,2,4,16
B3,9,2,4,16
B4,9,Infinity,4,16
A5,10,-1,4,16
B4,9,-1,4,16
B3,9,2,4,16
B5,9,-Infinity,4,16
B2,9,Infinity,4,16
A3,10,3,4,16
B2,9,3,4,16
B5,9,3,4,16
B4,9,18,4,16
B5,9,18,4,16
B3,9,18,4,16
A2,8,18,4,16
A3,8,18,4,16
A5,8,-Infinity,4,16
B2,9,Infinity,4,16
A3,10,Infinity,4,16
A2,10,Infinity,4,16
A4,10,3,4,16
A2,10,3,4,16
A3,10,3,4,16
B2,9,3,4,16
A5,8,3,4,16
B3,9,-Infinity,4,16
B2,9,Infinity,4,16
A3,10,Infinity,4,16
A2,10,Infinity,4,16
A4,10,4,4,16
A2,10,4,4,16
A3,10,4,4,16
B2,9,4,4,16
B3,9,4,4,16
B4,9,-Infinity,4,16
B2,9,Infinity,4,16
A3,10,Infinity,4,16
A2,10,Infinity,4,16
A4,10,5,4,16
A2,10,5,4,5
A5,10,6,4,5
A2,10,5,4,5
A3,10,5,4,5
A4,10,7,4,5
A3,10,5,4,5
A5,10,7,4,5
A3,10,5,4,5
B2,9,5,4,5
A4,10,7,4,5
B2,9,5,4,5
A5,10,8,4,5
B2,9,5,4,5
B4,9,5,5,16
B5,9,Infinity,5,16
A2,10,1,5,16
B5,9,1,5,16
B4,9,5,5,16
B3,9,5,5,16
B5,9,-Infinity,5,16
B2,9,Infinity,5,16
A3,10,Infinity,5,16
A2,10,Infinity,5,16
A4,10,5,5,16
A2,10,5,5,16
A3,10,5,5,16
B2,9,5,5,16
B5,9,5,5,16
B4,9,-Infinity,5,16
B2,9,Infinity,5,16
A3,10,Infinity,5,16
A2,10,Infinity,5,16
A4,10,6,5,16
A2,10,6,5,6
A5,10,7,5,6
A2,10,6,5,6
A3,10,6,5,6
A4,10,8,5,6
A3,10,6,5,6
A5,10,8,5,6
A3,10,6,5,6
B2,9,6,5,6
A4,10,8,5,6
B2,9,6,5,6
A5,10,9,5,6
B2,9,6,5,6
B4,9,6,6,16
B5,9,-Infinity,6,16
B2,9,Infinity,6,16
A3,10,Infinity,6,16
A2,10,Infinity,6,16
A4,10,7,6,16
A2,10,7,6,7
A5,10,8,6,7
A2,10,7,6,7
A3,10,7,6,7
A4,10,9,6,7
A3,10,7,6,7
A5,10,9,6,7
A3,10,7,6,7
B2,9,7,6,7
A4,10,9,6,7
B2,9,7,6,7
A5,10,10,6,7
B2,9,7,6,7
B5,9,7,7,16
B4,9,7,7,16
B5,9,7,7,16
B3,9,7,7,16
A5,8,7,7,16
B4,9,Infinity,7,16
A2,10,-1,7,16
B4,9,-1,7,16
A5,8,7,7,16
A3,8,7,4,7
B5,7,7,4,7
A5,8,-Infinity,4,7
B2,9,Infinity,4,7
A3,10,5,4,7
B2,9,5,4,5
A4,10,5,4,5
B2,9,5,4,5
A5,10,6,4,5
B2,9,5,4,5
A5,8,5,5,7
B3,9,-Infinity,5,7
B2,9,Infinity,5,7
A3,10,6,5,7
B2,9,6,5,6
A4,10,6,5,6
B2,9,6,5,6
A5,10,7,5,6
B2,9,6,5,6
B3,9,6,6,7
B4,9,-Infinity,6,7
B2,9,Infinity,6,7
A3,10,7,6,7
B2,9,7,6,7
A4,10,7,6,7
B2,9,7,6,7
A5,10,8,6,7
B2,9,7,6,7
B4,9,7,6,7
B3,9,7,6,7
A5,8,7,5,7
B5,7,7,4,7
B4,7,7,7,Infinity
A4,6,7,7,Infinity
B5,7,Infinity,7,Infinity
A2,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A3,10,-1,7,Infinity
B2,9,-1,7,Infinity
A2,8,-1,7,Infinity
B3,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,14,7,Infinity
A2,10,14,7,14
A3,10,14,7,14
A4,10,3,7,14
A3,10,3,7,14
B3,9,3,7,Infinity
A2,8,3,7,Infinity
B4,9,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A3,10,0,7,Infinity
B2,9,0,7,Infinity
B4,9,0,7,Infinity
B3,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,-5,7,Infinity
A2,10,-5,7,Infinity
A3,10,-5,7,Infinity
B3,9,-5,7,Infinity
B4,9,0,7,Infinity
B5,9,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A3,10,1,7,Infinity
B2,9,1,7,Infinity
B5,9,1,7,Infinity
B3,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,14,7,Infinity
A2,10,14,7,14
A3,10,14,7,14
A4,10,5,7,14
A3,10,5,7,14
B3,9,5,7,Infinity
B5,9,5,7,Infinity
B4,9,5,7,Infinity
A2,8,5,7,Infinity
B5,7,5,7,Infinity
A4,6,7,7,Infinity
A2,6,7,4,7
A5,6,-Infinity,4,7
B2,7,Infinity,4,7
A2,8,Infinity,4,7
A3,8,Infinity,4,7
A2,8,Infinity,4,7
A4,8,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,-8,4,7
A2,10,-8,4,7
B2,9,-8,4,7
A4,8,-8,4,7
B3,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,Infinity,4,7
A5,10,0,4,7
A2,10,0,4,7
B2,9,0,4,7
B3,9,0,4,7
B4,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,Infinity,4,7
A2,10,Infinity,4,7
A4,10,-8,4,7
A2,10,-8,4,7
A3,10,-8,4,7
A2,10,-8,4,7
B4,9,-8,4,7
B3,9,0,4,7
B5,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,-4,4,7
B2,9,-4,4,7
B5,9,-4,4,7
B3,9,Infinity,4,7
A2,10,-4,4,7
B3,9,-4,4,7
B5,9,-4,4,7
B4,9,Infinity,4,7
A2,10,-3,4,7
B4,9,-3,4,7
B5,9,-3,4,7
B5,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,-3,4,7
B2,9,-3,4,7
B5,9,-3,4,7
B3,9,Infinity,4,7
A2,10,-3,4,7
B3,9,-3,4,7
B5,9,-3,4,7
B4,9,Infinity,4,7
A2,10,-2,4,7
B4,9,-2,4,7
B5,9,-2,4,7
B5,9,-2,4,7
B3,9,0,4,7
A4,8,0,4,7
B4,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,-8,4,7
A2,10,-8,4,7
B4,9,-8,4,7
A4,8,0,4,7
B5,9,Infinity,4,7
A2,10,-3,4,7
B5,9,-3,4,7
A4,8,0,4,7
A2,8,0,4,7
A3,8,0,4,7
A2,8,0,4,7
B2,7,0,4,7
A5,6,0,4,7
B3,7,Infinity,4,7
A2,8,Infinity,4,7
A3,8,-Infinity,4,7
B4,9,Infinity,4,7
A4,10,-12,4,7
B4,9,-12,4,7
A3,8,-12,4,7
B5,9,Infinity,4,7
A2,10,Infinity,4,7
A4,10,-11,4,7
A2,10,-11,4,7
B5,9,-11,4,7
A3,8,-11,4,7
A2,8,-11,4,7
B3,7,-11,4,7
A5,6,0,4,7
B4,7,-Infinity,4,7
B2,7,Infinity,4,7
A2,8,Infinity,4,7
A3,8,Infinity,4,7
A2,8,Infinity,4,7
A4,8,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,-7,4,7
A2,10,-7,4,7
B2,9,-7,4,7
A4,8,-7,4,7
B3,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,Infinity,4,7
A5,10,4,4,7
A2,10,4,4,7
B2,9,4,4,7
B3,9,4,4,7
B4,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,-6,4,7
A2,10,-6,4,7
B4,9,-6,4,7
B3,9,4,4,7
B5,9,Infinity,4,7
A2,10,-3,4,7
B5,9,-3,4,7
B3,9,4,4,7
A4,8,4,4,7
B4,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,-6,4,7
A2,10,-6,4,7
B2,9,-6,4,7
B4,9,-6,4,7
B3,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,Infinity,4,7
A5,10,8,4,7
A2,10,8,4,7
B2,9,8,4,7
A5,10,-3,4,7
B2,9,-3,4,7
B3,9,-3,4,7
B4,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,-6,4,7
A2,10,-6,4,7
B4,9,-6,4,7
B3,9,-3,4,7
B5,9,Infinity,4,7
A2,10,-2,4,7
B5,9,-2,4,7
B3,9,-2,4,7
B4,9,-2,4,7
B5,9,Infinity,4,7
A2,10,-3,4,7
B5,9,-3,4,7
B4,9,-2,4,7
A4,8,4,4,7
B5,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,-4,4,7
B2,9,-4,4,7
B5,9,-4,4,7
B3,9,Infinity,4,7
A2,10,-3,4,7
B3,9,-3,4,7
B5,9,-3,4,7
B4,9,Infinity,4,7
A2,10,-3,4,7
B4,9,-3,4,7
B5,9,-3,4,7
B5,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,-3,4,7
B2,9,-3,4,7
B5,9,-3,4,7
B3,9,Infinity,4,7
A2,10,-2,4,7
B3,9,-2,4,7
B5,9,-2,4,7
B4,9,Infinity,4,7
A2,10,-2,4,7
B4,9,-2,4,7
B5,9,-2,4,7
B5,9,-2,4,7
A4,8,4,4,7
A2,8,4,4,7
A3,8,4,4,7
A2,8,4,4,7
B2,7,4,4,7
B4,7,4,4,7
B3,7,Infinity,4,7
A2,8,Infinity,4,7
A3,8,4,4,7
A2,8,4,4,7
B3,7,4,4,7
B4,7,4,4,7
B5,7,Infinity,4,7
A2,8,-Infinity,4,7
B2,9,Infinity,4,7
A3,10,8,4,7
B2,9,8,4,7
A4,10,9,4,7
B2,9,8,4,7
A5,10,9,4,7
B2,9,8,4,7
A2,8,8,4,7
B5,7,8,4,7
A3,8,Infinity,4,7
A2,8,-Infinity,4,7
B2,9,Infinity,4,7
A3,10,7,4,7
B2,9,7,4,7
A4,10,8,4,7
B2,9,7,4,7
A5,10,8,4,7
B2,9,7,4,7
A2,8,7,4,7
A3,8,7,4,7
A5,8,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,5,4,7
B2,9,5,4,5
A3,10,6,4,5
B2,9,5,4,5
A4,10,6,4,5
B2,9,5,4,5
A5,10,6,4,5
B2,9,5,4,5
A5,8,5,5,7
B3,9,Infinity,5,7
A2,10,16,5,7
B3,9,16,5,7
A5,8,16,5,7
A3,8,7,4,7
B5,7,7,4,7
A5,8,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,6,4,7
B2,9,6,4,6
A3,10,6,4,6
B2,9,6,4,6
A4,10,7,4,6
B2,9,6,4,6
A5,10,7,4,6
B2,9,6,4,6
A5,8,6,6,7
B3,9,Infinity,6,7
A2,10,6,6,7
B3,9,6,6,7
A5,8,6,6,7
B5,7,6,4,6
B4,7,6,6,7
A5,6,6,6,7
B5,7,Infinity,6,7
A2,8,-Infinity,6,7
B2,9,Infinity,6,7
A3,10,-1,6,7
B2,9,-1,6,7
A2,8,-1,6,7
B3,9,Infinity,6,7
A3,10,Infinity,6,7
A2,10,Infinity,6,7
A4,10,-4,6,7
A2,10,-4,6,7
A3,10,-4,6,7
B3,9,-4,6,7
A2,8,-1,6,7
B4,9,-Infinity,6,7
B2,9,Infinity,6,7
A3,10,0,6,7
B2,9,0,6,7
B4,9,0,6,7
B3,9,Infinity,6,7
A3,10,Infinity,6,7
A2,10,Infinity,6,7
A4,10,-5,6,7
A2,10,-5,6,7
A3,10,-5,6,7
B3,9,-5,6,7
B4,9,0,6,7
B5,9,-Infinity,6,7
B2,9,Infinity,6,7
A3,10,1,6,7
B2,9,1,6,7
B5,9,1,6,7
B3,9,Infinity,6,7
A3,10,Infinity,6,7
A2,10,Infinity,6,7
A4,10,-2,6,7
A2,10,-2,6,7
A3,10,-2,6,7
B3,9,-2,6,7
B5,9,1,6,7
B4,9,1,6,7
A2,8,1,6,7
B5,7,1,6,7
A5,6,6,6,7
A2,6,6,4,6
B3,5,6,4,6
A4,6,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-8,4,6
A2,10,-8,4,6
A3,10,-8,4,6
B2,9,-8,4,6
A2,8,-8,4,6
B3,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-5,4,6
A2,10,-5,4,6
A3,10,-5,4,6
B3,9,-5,4,6
A2,8,-5,4,6
B4,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-6,4,6
A2,10,-6,4,6
A3,10,-6,4,6
B4,9,-6,4,6
A2,8,-5,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-3,4,6
A2,10,-3,4,6
B5,9,-3,4,6
A2,8,-3,4,6
B2,7,-3,4,6
A4,6,-3,4,6
B3,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-7,4,6
A2,10,-7,4,6
A3,10,-7,4,6
A2,10,-7,4,6
B2,9,-7,4,6
A2,8,-7,4,6
B4,9,Infinity,4,6
A3,10,-11,4,6
B4,9,-11,4,6
A2,8,-7,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-1,4,6
A2,10,-1,4,6
B5,9,-1,4,6
A2,8,-1,4,6
B3,7,-1,4,6
A4,6,-1,4,6
B4,7,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-7,4,6
A2,10,-7,4,6
A3,10,-7,4,6
B2,9,-7,4,6
A2,8,-7,4,6
B3,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-4,4,6
A2,10,-4,4,6
A3,10,-4,4,6
B3,9,-4,4,6
A2,8,-4,4,6
B4,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-6,4,6
A2,10,-6,4,6
A3,10,-6,4,6
B4,9,-6,4,6
A2,8,-4,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,7,4,6
A2,10,7,4,6
A4,10,5,4,6
A2,10,5,4,5
B5,9,5,4,5
A3,10,8,4,5
B5,9,5,4,5
A4,10,9,4,5
B5,9,5,4,5
A2,8,5,5,6
B2,7,5,4,5
A3,8,Infinity,4,5
A2,8,-Infinity,4,5
B2,9,Infinity,4,5
A4,10,-7,4,5
B2,9,-7,4,5
A2,8,-7,4,5
B3,9,-Infinity,4,5
B2,9,Infinity,4,5
A4,10,-1,4,5
B2,9,-1,4,5
B3,9,-1,4,5
B4,9,-Infinity,4,5
B2,9,Infinity,4,5
A4,10,0,4,5
B2,9,0,4,5
B4,9,0,4,5
B5,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,-2,4,5
A2,10,-2,4,5
B5,9,-2,4,5
B4,9,0,4,5
B3,9,0,4,5
B5,9,-Infinity,4,5
B2,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,-1,4,5
A2,10,-1,4,5
B2,9,-1,4,5
B5,9,-1,4,5
B3,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,-3,4,5
A2,10,-3,4,5
B3,9,-3,4,5
B5,9,-1,4,5
B4,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,-2,4,5
A2,10,-2,4,5
B4,9,-2,4,5
B5,9,-1,4,5
B5,9,-Infinity,4,5
B2,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,0,4,5
A2,10,0,4,5
B2,9,0,4,5
B5,9,0,4,5
B3,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,-2,4,5
A2,10,-2,4,5
B3,9,-2,4,5
B5,9,0,4,5
B4,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,-1,4,5
A2,10,-1,4,5
B4,9,-1,4,5
B5,9,0,4,5
B5,9,0,4,5
B3,9,0,4,5
A2,8,0,4,5
B4,9,Infinity,4,5
A4,10,-6,4,5
B4,9,-6,4,5
A2,8,0,4,5
B5,9,Infinity,4,5
A2,10,Infinity,4,5
A3,10,4,4,5
A2,10,4,4,5
B5,9,4,4,5
A2,8,4,4,5
A3,8,4,4,5
B2,7,4,4,5
B4,7,4,4,6
B3,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-5,4,6
A2,10,-5,4,6
A3,10,-5,4,6
A2,10,-5,4,6
B2,9,-5,4,6
A2,8,-5,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A5,10,-2,4,6
A2,10,-2,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B5,9,-2,4,6
A2,8,-2,4,6
B3,7,-2,4,6
B4,7,4,4,6
B5,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,3,4,6
B2,9,3,4,6
A2,8,3,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,4,4,6
B2,9,4,4,6
B3,9,4,4,6
B4,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A5,10,-1,4,6
A2,10,-1,4,6
A3,10,-1,4,6
B4,9,-1,4,6
B3,9,4,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,5,4,6
B2,9,5,4,5
A4,10,6,4,5
B2,9,5,4,5
A5,10,5,4,5
B2,9,5,4,5
B5,9,5,5,6
B4,9,Infinity,5,6
A3,10,Infinity,5,6
A2,10,18,5,6
A3,10,18,5,6
B4,9,18,5,6
B5,9,18,5,6
B3,9,18,4,6
A2,8,18,4,6
B5,7,18,4,6
A3,8,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,2,4,6
B2,9,2,4,6
A2,8,2,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,3,4,6
B2,9,3,4,6
B3,9,3,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,4,4,6
B2,9,4,4,6
B4,9,4,4,6
B5,9,Infinity,4,6
A5,10,2,4,6
B5,9,2,4,6
B4,9,4,4,6
B3,9,4,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,4,4,6
B2,9,4,4,6
B5,9,4,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,5,4,6
B2,9,5,4,5
A4,10,6,4,5
B2,9,5,4,5
A5,10,5,4,5
B2,9,5,4,5
B4,9,5,5,6
B5,9,-Infinity,5,6
B2,9,Infinity,5,6
A3,10,6,5,6
B2,9,6,5,6
A4,10,7,5,6
B2,9,6,5,6
A5,10,6,5,6
B2,9,6,5,6
B5,9,6,5,6
B4,9,6,5,6
B5,9,6,4,6
B3,9,6,4,6
A2,8,6,4,6
A3,8,6,4,6
A5,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,5,4,6
A2,10,5,4,5
A5,10,6,4,5
A2,10,5,4,5
A3,10,5,4,5
A4,10,7,4,5
A3,10,5,4,5
A5,10,7,4,5
A3,10,5,4,5
B2,9,5,4,5
A4,10,7,4,5
B2,9,5,4,5
A5,10,8,4,5
B2,9,5,4,5
A5,8,5,5,6
B3,9,-Infinity,5,6
B2,9,Infinity,5,6
A3,10,Infinity,5,6
A2,10,Infinity,5,6
A4,10,6,5,6
A2,10,6,5,6
A5,10,7,5,6
A2,10,6,5,6
A3,10,6,5,6
A4,10,8,5,6
A3,10,6,5,6
A5,10,8,5,6
A3,10,6,5,6
B2,9,6,5,6
A4,10,8,5,6
B2,9,6,5,6
A5,10,9,5,6
B2,9,6,5,6
B3,9,6,5,6
A5,8,6,5,6
A3,8,6,4,6
B5,7,6,4,6
A5,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,7,4,6
B2,9,7,4,6
A4,10,7,4,6
B2,9,7,4,6
A5,10,8,4,6
B2,9,7,4,6
A5,8,7,4,6
B5,7,6,4,6
B4,7,6,4,6
A4,6,6,4,6
B3,5,6,4,6
A5,6,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-5,4,6
A2,10,-5,4,6
A3,10,-5,4,6
B2,9,-5,4,6
A2,8,-5,4,6
B3,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-5,4,6
A2,10,-5,4,6
A3,10,-5,4,6
B3,9,-5,4,6
A2,8,-5,4,6
B4,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-4,4,6
A2,10,-4,4,6
A3,10,-4,4,6
B4,9,-4,4,6
A2,8,-4,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-3,4,6
A2,10,-3,4,6
B5,9,-3,4,6
A2,8,-3,4,6
B2,7,-3,4,6
A5,6,-3,4,6
B3,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-6,4,6
A2,10,-6,4,6
A3,10,-6,4,6
A2,10,-6,4,6
B2,9,-6,4,6
A2,8,-6,4,6
B4,9,Infinity,4,6
A3,10,-11,4,6
B4,9,-11,4,6
A2,8,-6,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-1,4,6
A2,10,-1,4,6
B5,9,-1,4,6
A2,8,-1,4,6
B3,7,-1,4,6
A5,6,-1,4,6
B4,7,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-4,4,6
A2,10,-4,4,6
A3,10,-4,4,6
B2,9,-4,4,6
A2,8,-4,4,6
B3,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-4,4,6
A2,10,-4,4,6
A3,10,-4,4,6
B3,9,-4,4,6
A2,8,-4,4,6
B4,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-4,4,6
A2,10,-4,4,6
A3,10,-4,4,6
B4,9,-4,4,6
A2,8,-4,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,1,4,6
A2,10,1,4,6
B5,9,1,4,6
A2,8,1,4,6
B2,7,1,4,6
B4,7,1,4,6
B3,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A4,10,1,4,6
A2,10,1,4,6
A3,10,1,4,6
A2,10,1,4,6
B2,9,1,4,6
A2,8,1,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A5,10,14,4,6
A2,10,14,4,6
A3,10,14,4,6
A5,10,5,4,6
A3,10,5,4,5
A2,10,5,4,5
A5,10,6,4,5
A2,10,5,4,5
B5,9,5,4,5
A3,10,Infinity,4,5
A2,10,6,4,5
A3,10,6,4,5
A5,10,6,4,5
A3,10,6,4,5
B5,9,5,4,5
A5,10,7,4,5
B5,9,5,4,5
A2,8,5,5,6
