Node,Depth,Value,Alpha,Beta
B3,7,5,4,5
A3,8,-Infinity,4,5
B2,9,Infinity,4,5
A2,10,6,4,5
B2,9,6,4,5
A3,10,7,4,5
B2,9,6,4,5
A4,10,7,4,5
B2,9,6,4,5
A5,10,7,4,5
B2,9,6,4,5
A3,8,6,4,5
B3,7,5,4,5
B4,7,5,5,6
B5,7,Infinity,5,6
A2,8,-Infinity,5,6
B2,9,Infinity,5,6
A3,10,9,5,6
B2,9,9,5,6
A4,10,10,5,6
B2,9,9,5,6
A5,10,10,5,6
B2,9,9,5,6
A2,8,9,5,6
B5,7,9,5,6
A3,8,Infinity,5,6
A2,8,-Infinity,5,6
B2,9,Infinity,5,6
A3,10,8,5,6
B2,9,8,5,6
A4,10,9,5,6
B2,9,8,5,6
A5,10,9,5,6
B2,9,8,5,6
A2,8,8,5,6
A3,8,8,5,6
A5,8,-Infinity,5,6
B2,9,Infinity,5,6
A2,10,6,5,6
B2,9,6,5,6
A3,10,7,5,6
B2,9,6,5,6
A4,10,7,5,6
B2,9,6,5,6
A5,10,7,5,6
B2,9,6,5,6
A5,8,6,5,6
A3,8,6,5,6
B5,7,6,5,6
A5,8,-Infinity,5,6
B2,9,Infinity,5,6
A2,10,7,5,6
B2,9,7,5,6
A3,10,7,5,6
B2,9,7,5,6
A4,10,8,5,6
B2,9,7,5,6
A5,10,8,5,6
B2,9,7,5,6
A5,8,7,5,6
B5,7,6,5,6
B4,7,6,5,6
A5,6,6,4,6
B3,5,6,4,6
A3,4,6,6,Infinity
B4,5,Infinity,6,Infinity
A2,6,Infinity,6,Infinity
A4,6,-Infinity,6,Infinity
B2,7,Infinity,6,Infinity
A2,8,Infinity,6,Infinity
A3,8,Infinity,6,Infinity
A2,8,Infinity,6,Infinity
A4,8,-Infinity,6,Infinity
B4,9,Infinity,6,Infinity
A5,10,-11,6,Infinity
B4,9,-11,6,Infinity
A4,8,-11,6,Infinity
B5,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-12,6,Infinity
A2,10,-12,6,Infinity
B5,9,-12,6,Infinity
A4,8,-11,6,Infinity
A2,8,-11,6,Infinity
A3,8,-11,6,Infinity
A2,8,-11,6,Infinity
B2,7,-11,6,Infinity
A4,6,-11,6,Infinity
B3,7,-Infinity,6,Infinity
B2,7,Infinity,6,Infinity
A2,8,Infinity,6,Infinity
A3,8,Infinity,6,Infinity
A2,8,Infinity,6,Infinity
A4,8,-Infinity,6,Infinity
B4,9,-Infinity,6,Infinity
B5,9,-Infinity,6,Infinity
B2,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-5,6,Infinity
A2,10,-5,6,Infinity
B2,9,-5,6,Infinity
B5,9,-5,6,Infinity
B3,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-6,6,Infinity
A2,10,-6,6,Infinity
B3,9,-6,6,Infinity
B5,9,-5,6,Infinity
B4,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-6,6,Infinity
A2,10,-6,6,Infinity
B4,9,-6,6,Infinity
B5,9,-5,6,Infinity
B5,9,-Infinity,6,Infinity
B2,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-4,6,Infinity
A2,10,-4,6,Infinity
B2,9,-4,6,Infinity
B5,9,-4,6,Infinity
B3,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-5,6,Infinity
A2,10,-5,6,Infinity
B3,9,-5,6,Infinity
B5,9,-4,6,Infinity
B4,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,4,6,Infinity
A2,10,4,6,Infinity
B4,9,4,6,Infinity
B5,9,4,6,Infinity
B5,9,4,6,Infinity
B4,9,4,6,Infinity
A4,8,4,6,Infinity
B5,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,1,6,Infinity
A2,10,1,6,Infinity
B5,9,1,6,Infinity
A4,8,4,6,Infinity
A2,8,4,6,Infinity
A3,8,4,6,Infinity
A2,8,4,6,Infinity
B2,7,4,6,Infinity
B3,7,4,6,Infinity
B4,7,Infinity,6,Infinity
A2,8,Infinity,6,Infinity
A3,8,-Infinity,6,Infinity
B5,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-5,6,Infinity
A2,10,-5,6,Infinity
B5,9,-5,6,Infinity
A3,8,-5,6,Infinity
A2,8,-5,6,Infinity
B4,7,-5,6,Infinity
B3,7,4,6,Infinity
B5,7,Infinity,6,Infinity
A2,8,-Infinity,6,Infinity
B2,9,Infinity,6,Infinity
A3,10,0,6,Infinity
B2,9,0,6,Infinity
A2,8,0,6,Infinity
B3,9,Infinity,6,Infinity
A3,10,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A4,10,-5,6,Infinity
A2,10,-5,6,Infinity
A3,10,-5,6,Infinity
B3,9,-5,6,Infinity
A2,8,0,6,Infinity
B4,9,-Infinity,6,Infinity
B2,9,Infinity,6,Infinity
A3,10,1,6,Infinity
B2,9,1,6,Infinity
B4,9,1,6,Infinity
B3,9,Infinity,6,Infinity
A3,10,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A5,10,-2,6,Infinity
A2,10,-2,6,Infinity
A3,10,-2,6,Infinity
B3,9,-2,6,Infinity
B4,9,1,6,Infinity
B5,9,-Infinity,6,Infinity
B2,9,Infinity,6,Infinity
A3,10,2,6,Infinity
B2,9,2,6,Infinity
B5,9,2,6,Infinity
B3,9,Infinity,6,Infinity
A3,10,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A5,10,-1,6,Infinity
A2,10,-1,6,Infinity
A3,10,-1,6,Infinity
B3,9,-1,6,Infinity
B5,9,2,6,Infinity
B4,9,2,6,Infinity
A2,8,2,6,Infinity
B5,7,2,6,Infinity
B3,7,4,6,Infinity
A4,6,4,6,Infinity
B5,7,Infinity,6,Infinity
A2,8,-Infinity,6,Infinity
B2,9,Infinity,6,Infinity
A3,10,-1,6,Infinity
B2,9,-1,6,Infinity
A2,8,-1,6,Infinity
B3,9,Infinity,6,Infinity
A3,10,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A4,10,-5,6,Infinity
A2,10,-5,6,Infinity
A3,10,-5,6,Infinity
B3,9,-5,6,Infinity
A2,8,-1,6,Infinity
B5,7,-1,6,Infinity
A4,6,4,6,Infinity
A2,6,4,6,Infinity
B4,5,4,6,Infinity
A3,4,6,6,Infinity
B5,5,Infinity,6,Infinity
A2,6,-Infinity,6,Infinity
B2,7,Infinity,6,Infinity
A2,8,Infinity,6,Infinity
A3,8,Infinity,6,Infinity
A2,8,Infinity,6,Infinity
A4,8,-Infinity,6,Infinity
B2,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-6,6,Infinity
A2,10,-6,6,Infinity
B2,9,-6,6,Infinity
A4,8,-6,6,Infinity
B3,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-6,6,Infinity
A2,10,-6,6,Infinity
B3,9,-6,6,Infinity
A4,8,-6,6,Infinity
B4,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-6,6,Infinity
A2,10,-6,6,Infinity
B4,9,-6,6,Infinity
A4,8,-6,6,Infinity
B5,9,Infinity,6,Infinity
A2,10,Infinity,6,Infinity
A3,10,-6,6,Infinity
A2,10,-6,6,Infinity
B5,9,-6,6,Infinity
A4,8,-6,6,Infinity
A2,8,-6,6,Infinity
A3,8,-6,6,Infinity
A2,8,-6,6,Infinity
B2,7,-6,6,Infinity
A2,6,-6,6,Infinity
B3,7,Infinity,6,Infinity
A3,8,-Infinity,6,Infinity
B4,9,-Infinity,6,Infinity
B5,9,-6,6,Infinity
B4,9,-6,6,Infinity
A3,8,-6,6,Infinity
B3,7,-6,6,Infinity
A2,6,-6,6,Infinity
B4,7,Infinity,6,Infinity
A3,8,-Infinity,6,Infinity
B3,9,Infinity,6,Infinity
A4,10,-2,6,Infinity
B3,9,-2,6,Infinity
A3,8,-2,6,Infinity
B4,7,-2,6,Infinity
A2,6,-2,6,Infinity
B5,5,-2,6,Infinity
A3,4,6,6,Infinity
A2,4,6,4,6
A4,4,-Infinity,4,6
B2,5,Infinity,4,6
A2,6,Infinity,4,6
A3,6,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,Infinity,4,6
A4,8,-Infinity,4,6
B4,9,-Infinity,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B5,9,-1,4,6
B4,9,-1,4,6
A4,8,-1,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-11,4,6
A2,10,-11,4,6
B5,9,-11,4,6
A4,8,-1,4,6
A2,8,-1,4,6
B2,7,-1,4,6
A3,6,-1,4,6
B3,7,Infinity,4,6
A2,8,Infinity,4,6
A4,8,-Infinity,4,6
B2,9,Infinity,4,6
A5,10,-3,4,6
B2,9,-3,4,6
A4,8,-3,4,6
B4,9,Infinity,4,6
A5,10,-15,4,6
B4,9,-15,4,6
A4,8,-3,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,4,4,6
A2,10,4,4,6
B5,9,4,4,6
A4,8,4,4,6
A2,8,4,4,6
B3,7,4,4,6
A3,6,4,4,6
B4,7,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,Infinity,4,6
A4,8,-Infinity,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B5,9,-1,4,6
A4,8,-1,4,6
A2,8,-1,4,6
B2,7,-1,4,6
B4,7,-1,4,6
B3,7,Infinity,4,6
A2,8,Infinity,4,6
A4,8,-Infinity,4,6
B2,9,Infinity,4,6
A5,10,-2,4,6
B2,9,-2,4,6
A4,8,-2,4,6
B4,9,Infinity,4,6
A5,10,-3,4,6
B4,9,-3,4,6
A4,8,-2,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B2,9,-2,4,6
B5,9,-2,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-4,4,6
A2,10,-4,4,6
B3,9,-4,4,6
B5,9,-2,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,1,4,6
A2,10,1,4,6
B2,9,1,4,6
B4,9,1,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B3,9,-1,4,6
B4,9,1,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B5,9,-2,4,6
B4,9,1,4,6
B5,9,1,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B2,9,-1,4,6
B5,9,-1,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-3,4,6
A2,10,-3,4,6
B3,9,-3,4,6
B5,9,-1,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,2,4,6
A2,10,2,4,6
B2,9,2,4,6
B4,9,2,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B3,9,0,4,6
B4,9,2,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,3,4,6
A2,10,3,4,6
B2,9,3,4,6
B5,9,3,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-8,4,6
A2,10,-8,4,6
B3,9,-8,4,6
B5,9,3,4,6
B4,9,3,4,6
B5,9,3,4,6
B5,9,3,4,6
A4,8,3,4,6
A2,8,3,4,6
B3,7,3,4,6
B4,7,3,4,6
B5,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,8,4,6
B2,9,8,4,6
A4,10,8,4,6
B2,9,8,4,6
A2,8,8,4,6
B5,7,8,4,6
A3,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,8,4,6
B2,9,8,4,6
A4,10,9,4,6
B2,9,8,4,6
A3,8,8,4,6
B5,7,8,4,6
A4,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,8,4,6
B2,9,8,4,6
A3,10,Infinity,4,6
A2,10,18,4,6
A3,10,18,4,6
B2,9,8,4,6
A4,8,8,4,6
B5,7,8,4,6
B4,7,8,4,6
A3,6,8,4,6
A2,6,8,4,6
A4,6,-Infinity,4,6
B3,7,-Infinity,4,6
B4,7,-Infinity,4,6
B5,7,Infinity,4,6
A2,8,Infinity,4,6
A3,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,7,4,6
A2,10,7,4,6
A5,10,8,4,6
A2,10,7,4,6
B2,9,7,4,6
A4,10,9,4,6
B2,9,7,4,6
A5,10,9,4,6
B2,9,7,4,6
A3,8,7,4,6
A2,8,7,4,6
A4,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,5,4,6
B2,9,5,4,5
A4,8,5,5,6
B3,9,Infinity,5,6
A3,10,7,5,6
B3,9,7,5,6
A4,8,7,5,6
A2,8,7,4,6
B5,7,7,4,6
A3,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,9,4,6
B2,9,9,4,6
A4,10,10,4,6
B2,9,9,4,6
A5,10,10,4,6
B2,9,9,4,6
A3,8,9,4,6
B5,7,7,4,6
A4,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,5,4,6
A2,10,5,4,5
B2,9,5,4,5
A3,10,6,4,5
B2,9,5,4,5
A4,8,5,5,6
B3,9,Infinity,5,6
A2,10,Infinity,5,6
A3,10,7,5,6
A2,10,7,5,6
B3,9,7,5,6
A3,10,8,5,6
B3,9,7,5,6
A4,8,7,5,6
B5,7,7,4,6
B4,7,7,4,6
B3,7,7,4,6
A4,6,7,4,6
A2,6,7,4,6
A5,6,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,Infinity,4,6
A3,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-15,4,6
A2,10,-15,4,6
B2,9,-15,4,6
A3,8,-15,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-15,4,6
A2,10,-15,4,6
B3,9,-15,4,6
A3,8,-15,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-15,4,6
A2,10,-15,4,6
B4,9,-15,4,6
A3,8,-15,4,6
A2,8,-15,4,6
B2,7,-15,4,6
A5,6,-15,4,6
B3,7,Infinity,4,6
A2,8,Infinity,4,6
A3,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-5,4,6
A2,10,-5,4,6
B2,9,-5,4,6
A3,8,-5,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-7,4,6
A2,10,-7,4,6
B3,9,-7,4,6
A3,8,-5,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-8,4,6
A2,10,-8,4,6
A4,10,-8,4,6
A2,10,-8,4,6
B4,9,-8,4,6
A3,8,-5,4,6
B5,9,Infinity,4,6
A2,10,1,4,6
B5,9,1,4,6
A3,8,1,4,6
A2,8,1,4,6
B3,7,1,4,6
A5,6,1,4,6
B4,7,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,Infinity,4,6
A3,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-15,4,6
A2,10,-15,4,6
B2,9,-15,4,6
A3,8,-15,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-15,4,6
A2,10,-15,4,6
B3,9,-15,4,6
A3,8,-15,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-15,4,6
A2,10,-15,4,6
B4,9,-15,4,6
A3,8,-15,4,6
A2,8,-15,4,6
B2,7,-15,4,6
B4,7,-15,4,6
B3,7,Infinity,4,6
A2,8,Infinity,4,6
A3,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-4,4,6
A2,10,-4,4,6
B2,9,-4,4,6
A3,8,-4,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,-6,4,6
A2,10,-6,4,6
B3,9,-6,4,6
A3,8,-4,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A5,10,-2,4,6
A2,10,-2,4,6
B2,9,-2,4,6
B4,9,-2,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A5,10,0,4,6
A2,10,0,4,6
B3,9,0,4,6
B4,9,0,4,6
B5,9,Infinity,4,6
A2,10,0,4,6
B5,9,0,4,6
B4,9,0,4,6
A3,8,0,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,-1,4,6
B2,9,-1,4,6
B5,9,-1,4,6
B3,9,Infinity,4,6
A2,10,-1,4,6
B3,9,-1,4,6
B5,9,-1,4,6
B4,9,Infinity,4,6
A2,10,0,4,6
B4,9,0,4,6
B5,9,0,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,4,4,6
B2,9,4,4,6
B5,9,4,4,6
B3,9,Infinity,4,6
A2,10,4,4,6
B3,9,4,4,6
B5,9,4,4,6
B4,9,Infinity,4,6
A2,10,1,4,6
B4,9,1,4,6
B5,9,4,4,6
B5,9,4,4,6
A3,8,4,4,6
A2,8,4,4,6
B3,7,4,4,6
B4,7,4,4,6
B5,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,1,4,6
B2,9,1,4,6
A2,8,1,4,6
B3,9,Infinity,4,6
A3,10,3,4,6
B3,9,3,4,6
A2,8,3,4,6
B5,7,3,4,6
B4,7,4,4,6
A5,6,4,4,6
B5,7,Infinity,4,6
A2,8,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,-1,4,6
B2,9,-1,4,6
A2,8,-1,4,6
B3,9,Infinity,4,6
A3,10,-2,4,6
B3,9,-2,4,6
A2,8,-1,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,-2,4,6
B2,9,-2,4,6
B4,9,-2,4,6
B3,9,Infinity,4,6
A3,10,-1,4,6
B3,9,-1,4,6
B4,9,-1,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A3,10,1,4,6
B2,9,1,4,6
B5,9,1,4,6
B3,9,Infinity,4,6
A3,10,0,4,6
B3,9,0,4,6
B5,9,1,4,6
B4,9,1,4,6
A2,8,1,4,6
B5,7,1,4,6
A5,6,4,4,6
A2,6,4,4,6
B2,5,4,4,6
A4,4,4,4,6
B3,5,Infinity,4,6
A2,6,Infinity,4,6
A3,6,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,Infinity,4,6
A3,8,-Infinity,4,6
B3,9,Infinity,4,6
A4,10,-5,4,6
B3,9,-5,4,6
A3,8,-5,4,6
B4,9,Infinity,4,6
A4,10,-6,4,6
B4,9,-6,4,6
A3,8,-5,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,3,4,6
A2,10,3,4,6
B5,9,3,4,6
A3,8,3,4,6
A2,8,3,4,6
B2,7,3,4,6
A3,6,3,4,6
B3,7,Infinity,4,6
A2,8,Infinity,4,6
A5,8,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,-5,4,6
B2,9,-5,4,6
A5,8,-5,4,6
B3,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-15,4,6
A2,10,-15,4,6
B3,9,-15,4,6
A5,8,-5,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-14,4,6
A2,10,-14,4,6
B4,9,-14,4,6
A5,8,-5,4,6
B5,9,Infinity,4,6
A2,10,-5,4,6
B5,9,-5,4,6
A5,8,-5,4,6
A2,8,-5,4,6
B3,7,-5,4,6
A3,6,3,4,6
B4,7,-Infinity,4,6
B2,7,Infinity,4,6
A2,8,Infinity,4,6
A3,8,-Infinity,4,6
B3,9,Infinity,4,6
A4,10,-4,4,6
B3,9,-4,4,6
A3,8,-4,4,6
B4,9,Infinity,4,6
A4,10,-6,4,6
B4,9,-6,4,6
A3,8,-4,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-3,4,6
A2,10,-3,4,6
B2,9,-3,4,6
B5,9,-3,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,0,4,6
A2,10,0,4,6
B2,9,0,4,6
B3,9,0,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B4,9,-2,4,6
B3,9,0,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B5,9,-2,4,6
B3,9,0,4,6
B5,9,0,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B2,9,-2,4,6
B4,9,-2,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,1,4,6
A2,10,1,4,6
B2,9,1,4,6
B3,9,1,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B4,9,-2,4,6
B3,9,1,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B5,9,-1,4,6
B3,9,1,4,6
B4,9,1,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B5,9,-2,4,6
B4,9,1,4,6
B5,9,1,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B2,9,-2,4,6
B5,9,-2,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,1,4,6
A2,10,1,4,6
B2,9,1,4,6
B3,9,1,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B4,9,-1,4,6
B3,9,1,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,2,4,6
A2,10,2,4,6
B2,9,2,4,6
B5,9,2,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B4,9,0,4,6
B5,9,2,4,6
B3,9,2,4,6
B5,9,2,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B2,9,-1,4,6
B4,9,-1,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,2,4,6
A2,10,2,4,6
B2,9,2,4,6
B3,9,2,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B4,9,-1,4,6
B3,9,2,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B5,9,0,4,6
B3,9,2,4,6
B4,9,2,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B2,9,0,4,6
B5,9,0,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,3,4,6
A2,10,3,4,6
B2,9,3,4,6
B3,9,3,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B4,9,0,4,6
B3,9,3,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,4,4,6
A2,10,4,4,6
B2,9,4,4,6
B5,9,4,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,8,4,6
A2,10,8,4,6
A4,10,8,4,6
A2,10,8,4,6
B4,9,8,4,6
A3,10,13,4,6
B4,9,8,4,6
A4,10,13,4,6
B4,9,8,4,6
B5,9,8,4,6
B3,9,8,4,6
B5,9,8,4,6
B4,9,8,4,6
B5,9,8,4,6
B5,9,8,4,6
A3,8,8,4,6
A2,8,8,4,6
A4,8,-Infinity,4,6
B3,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A5,10,-5,4,6
A2,10,-5,4,6
A3,10,-5,4,6
B3,9,-5,4,6
A4,8,-5,4,6
B4,9,Infinity,4,6
A3,10,Infinity,4,6
A2,10,Infinity,4,6
A5,10,-5,4,6
A2,10,-5,4,6
A3,10,-5,4,6
B4,9,-5,4,6
A4,8,-5,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-2,4,6
A2,10,-2,4,6
B2,9,-2,4,6
B5,9,-2,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,3,4,6
A2,10,3,4,6
B2,9,3,4,6
B3,9,3,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B4,9,0,4,6
B3,9,3,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B5,9,0,4,6
B3,9,3,4,6
B5,9,3,4,6
B4,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B2,9,-1,4,6
B4,9,-1,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,4,4,6
A2,10,4,4,6
B2,9,4,4,6
B3,9,4,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B4,9,0,4,6
B3,9,4,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,1,4,6
A2,10,1,4,6
B5,9,1,4,6
B3,9,4,4,6
B4,9,4,4,6
B5,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,0,4,6
A2,10,0,4,6
B5,9,0,4,6
B4,9,4,4,6
B5,9,4,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,-1,4,6
A2,10,-1,4,6
B2,9,-1,4,6
B5,9,-1,4,6
B3,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,4,4,6
A2,10,4,4,6
B2,9,4,4,6
B3,9,4,4,6
B4,9,Infinity,4,6
A2,10,Infinity,4,6
A3,10,1,4,6
A2,10,1,4,6
B4,9,1,4,6
B3,9,4,4,6
B5,9,-Infinity,4,6
B2,9,Infinity,4,6
A2,10,Infinity,4,6
A4,10,5,4,6
A2,10,5,4,5
A5,10,5,4,5
A2,10,5,4,5
B2,9,5,4,5
A4,10,6,4,5
B2,9,5,4,5
A5,10,6,4,5
B2,9,5,4,5
B5,9,5,5,6
B4,9,Infinity,5,6
A2,10,Infinity,5,6
A3,10,2,5,6
A2,10,2,5,6
B4,9,2,5,6
B5,9,5,5,6
B3,9,5,5,6
B5,9,5,5,6
B4,9,-Infinity,5,6
B2,9,Infinity,5,6
A2,10,Infinity,5,6
A3,10,0,5,6
A2,10,0,5,6
B2,9,0,5,6
B4,9,0,5,6
B3,9,-Infinity,5,6
B2,9,Infinity,5,6
A2,10,Infinity,5,6
A4,10,5,5,6
A2,10,5,5,6
B2,9,5,5,6
B3,9,5,5,6
